,component,TF,log_odds,pvalue,qvalue,precision,recall,f1score,TP,n_genes,n_tf
5,1,fnr,3.35481636075814,2.0127749729235882e-21,5.494875676081396e-19,0.7631578947368421,0.06196581196581197,0.11462450592885376,29.0,38,1.0
1,1,narL,3.2410909985697645,2.0271062620939113e-14,2.767000047758189e-12,0.39473684210526316,0.12195121951219512,0.18633540372670807,15.0,38,1.0
0,1,dcuR,5.101574133683096,4.606447075703502e-09,4.1918668388901864e-07,0.13157894736842105,0.5555555555555556,0.2127659574468085,5.0,38,1.0
2,1,molybdopterin,6.235563463598179,2.3972471369844776e-08,1.6361211709919059e-06,0.10526315789473684,0.8,0.18604651162790697,4.0,38,1.0
3,1,cueR,5.542185841742135,7.147032476962753e-08,3.902279732421663e-06,0.10526315789473684,0.6666666666666666,0.18181818181818182,4.0,38,1.0
4,1,modE,3.215196608268196,8.687490430050263e-08,3.952808145672869e-06,0.18421052631578946,0.15217391304347827,0.16666666666666666,7.0,38,1.0
6,2,narL,inf,1.6139716434483763e-08,4.406142586614068e-06,1.0,0.04065040650406504,0.078125,5.0,5,1.0
7,4,paaX,7.2818443791746565,4.439545217521153e-19,1.2119958443832746e-16,0.6666666666666666,0.5714285714285714,0.6153846153846153,8.0,12,1.0
11,4,crp,inf,6.523292739301747e-11,8.904294589146884e-09,1.0,0.0192,0.037676609105180524,12.0,12,1.0
8,4,Sigma19,7.688455356549944,1.615273643374387e-10,1.4698990154706922e-08,0.3333333333333333,0.8,0.47058823529411764,4.0,12,1.0
10,4,ihf,3.653854577278007,1.65978122076811e-08,1.1328006831742351e-06,0.6666666666666666,0.03587443946188341,0.06808510638297872,8.0,12,1.0
9,4,hypT,5.4893967576084,2.2829319857114103e-08,1.24648086419843e-06,0.3333333333333333,0.3076923076923077,0.32,4.0,12,1.0
13,5,crp,2.605303796952067,3.252276240780171e-14,8.878714137329868e-12,0.6842105263157895,0.0416,0.0784313725490196,26.0,38,1.0
12,5,gatR,inf,3.749317018138922e-11,5.117817729759628e-09,0.13157894736842105,1.0,0.23255813953488372,5.0,38,1.0
14,8,cpxR,3.940960255322744,2.042012790482298e-18,5.574694918016674e-16,0.375,0.23076923076923078,0.2857142857142857,15.0,40,1.0
15,9,gntR,7.975679238844797,2.4452776495293805e-20,6.6756079832152086e-18,0.7272727272727273,0.6666666666666666,0.6956521739130435,8.0,11,1.0
16,9,idnR,8.564153110279516,3.3104366312138764e-16,4.518746001606941e-14,0.5454545454545454,0.8571428571428571,0.6666666666666665,6.0,11,1.0
17,10,glpR,inf,0.0,0.0,1.0,1.0,1.0,9.0,9,1.0
18,10,crp,inf,2.3387768191068573e-08,3.1924303580808602e-06,1.0,0.0144,0.028391167192429023,9.0,9,1.0
19,14,lrp,4.412480768998011,1.7003881403059734e-46,4.642059623035307e-44,0.7636363636363637,0.2048780487804878,0.3230769230769231,42.0,55,1.0
20,15,nrdR,6.548792004525392,1.0329062603361937e-09,2.8198340907178087e-07,0.4444444444444444,0.4444444444444444,0.4444444444444444,4.0,9,1.0
21,19,nagC,5.630520298562281,1.4951896810429477e-16,4.081867829247247e-14,0.6428571428571429,0.24324324324324326,0.35294117647058826,9.0,14,1.0
22,20,flhD;flhC,6.5820314345164235,3.8211572483583194e-63,1.0431759288018212e-60,0.8809523809523809,0.4567901234567901,0.6016260162601625,37.0,42,1.0
23,20,Sigma28,4.662810641402721,6.868969625819338e-32,9.376143539243396e-30,0.5476190476190477,0.3194444444444444,0.40350877192982454,23.0,42,1.0
24,20,csgD,4.682362681817997,2.9716142947893294e-18,2.7041690082582893e-16,0.2857142857142857,0.42857142857142855,0.34285714285714286,12.0,42,1.0
25,20,Sigma70,2.51165828850047,2.3984659432997454e-12,1.6369530063020762e-10,0.8571428571428571,0.024725274725274724,0.04806408544726301,36.0,42,1.0
26,22,cra,4.527165743555246,2.3112893887777425e-14,6.309820031363237e-12,0.7333333333333333,0.08029197080291971,0.14473684210526316,11.0,15,1.0
27,23,gadW,8.938925271988273,4.470734996652557e-34,1.2205106540861482e-31,0.6363636363636364,0.9333333333333333,0.7567567567567568,14.0,22,1.0
28,23,gadX,5.700551454074755,2.6721470787577444e-26,3.647480762504321e-24,0.6818181818181818,0.32608695652173914,0.4411764705882353,15.0,22,1.0
29,23,gadE,5.5226335633779975,7.475036848228252e-23,6.802283531887709e-21,0.5909090909090909,0.34210526315789475,0.43333333333333335,13.0,22,1.0
30,23,fliZ,5.332258599976069,1.168239157705805e-14,7.973232251342119e-13,0.36363636363636365,0.4,0.380952380952381,8.0,22,1.0
31,23,rcsB,5.108424361400605,4.508333379839161e-14,2.1703511497327833e-12,0.36363636363636365,0.34782608695652173,0.3555555555555555,8.0,22,1.0
36,23,h-NS,3.722510120023008,4.770002526885238e-14,2.1703511497327833e-12,0.5909090909090909,0.08125,0.14285714285714285,13.0,22,1.0
32,23,ydeO,5.049461452105338,2.0852081282893216e-12,8.132311700328354e-11,0.3181818181818182,0.35,0.3333333333333333,7.0,22,1.0
33,23,gadE;rcsB,5.768550748810291,2.446524480460991e-10,8.34876478957313e-09,0.22727272727272727,0.5555555555555556,0.3225806451612903,5.0,22,1.0
34,23,torR,5.208245543405301,1.522913900766064e-09,4.619505498990394e-08,0.22727272727272727,0.4166666666666667,0.29411764705882354,5.0,22,1.0
37,23,Sigma38,2.9388961284889876,2.803598198008936e-09,7.653823080564395e-08,0.5,0.04782608695652174,0.08730158730158731,11.0,22,1.0
35,23,adiY,5.4882487836561324,3.3028691537319904e-08,8.197120717898485e-07,0.18181818181818182,0.5,0.26666666666666666,4.0,22,1.0
38,24,evgA,7.126087273299125,9.068329799050902e-27,2.4756540351408963e-24,0.631578947368421,0.6666666666666666,0.6486486486486486,12.0,19,1.0
39,25,iscR,5.311134870258651,9.192379304234935e-13,2.5095195500561373e-10,0.5384615384615384,0.21875,0.3111111111111111,7.0,13,1.0
40,26,lexA,6.5384292174898455,5.1248324764368364e-15,1.3990792660672563e-12,0.8888888888888888,0.13793103448275862,0.23880597014925373,8.0,9,1.0
41,27,fur,5.284818621074821,5.112253109431343e-52,1.3956450988747568e-49,0.8723404255319149,0.22043010752688172,0.351931330472103,41.0,47,1.0
42,27,iscR,3.969317910089299,3.984131090254851e-13,5.4383389381978716e-11,0.2127659574468085,0.3125,0.25316455696202533,10.0,47,1.0
43,27,Sigma70,1.6774999169569766,4.159997174374905e-08,3.785597428681163e-06,0.723404255319149,0.023351648351648352,0.04524284763805722,34.0,47,1.0
44,29,arcA,2.9563967459372416,5.444976200091859e-53,1.4864785026250776e-50,0.6589147286821705,0.17970401691331925,0.28239202657807305,85.0,129,1.0
46,29,crp,1.6019515488394482,3.0002632181359126e-16,4.0953592927555206e-14,0.43410852713178294,0.0896,0.14854111405835543,56.0,129,1.0
45,29,cra,2.0005240979909513,3.1986991670701265e-11,2.1831121815253613e-09,0.17054263565891473,0.16058394160583941,0.16541353383458646,22.0,129,1.0
48,29,fnr,1.4282419726938895,3.141426318338909e-11,2.1831121815253613e-09,0.3178294573643411,0.0876068376068376,0.1373534338358459,41.0,129,1.0
47,29,fur,1.6938714045745975,2.4357744856688365e-09,1.3299328691751846e-07,0.17829457364341086,0.12365591397849462,0.14603174603174604,23.0,129,1.0
49,30,phoP,5.239476866525103,3.1848067673471838e-18,8.694522474857811e-16,0.6470588235294118,0.20754716981132076,0.3142857142857143,11.0,17,1.0
50,32,allR,inf,4.380915368410486e-19,1.1959898955760628e-16,0.20454545454545456,1.0,0.339622641509434,9.0,44,1.0
51,32,fucR,inf,6.2852361307248956e-15,5.719564878959655e-13,0.1590909090909091,1.0,0.2745098039215686,7.0,44,1.0
54,32,crp,2.495578436796028,4.679605058935409e-15,5.719564878959655e-13,0.6590909090909091,0.0464,0.0866965620328849,29.0,44,1.0
53,32,glcC,6.528419491597973,5.0253770884121275e-12,3.429819862841277e-10,0.13636363636363635,0.8571428571428571,0.2352941176470588,6.0,44,1.0
52,32,araC,4.761942907882093,2.0477054189583443e-11,1.118047158751256e-09,0.1590909090909091,0.5,0.2413793103448276,7.0,44,1.0
55,32,Sigma70,2.2232903449655605,3.7709766947186934e-11,1.7157943960970054e-09,0.8181818181818182,0.024725274725274724,0.048,36.0,44,1.0
56,33,Sigma38,2.2976589746579896,2.264089793050697e-24,6.180965135028402e-22,0.3125,0.1956521739130435,0.24064171122994654,45.0,144,1.0
57,33,csiR,inf,3.5929518946419244e-08,4.9043793361862266e-06,0.034722222222222224,1.0,0.06711409395973154,5.0,144,1.0
58,34,flhD;flhC,5.018584833271566,2.505193006243623e-15,6.839176907045091e-13,0.7142857142857143,0.12345679012345678,0.21052631578947367,10.0,14,1.0
59,36,zur,inf,1.9021407854513188e-15,5.1928443442821e-13,0.3333333333333333,1.0,0.5,6.0,18,1.0
60,40,spermidine,inf,9.411723750662635e-15,2.5694005839308993e-12,0.5555555555555556,1.0,0.7142857142857143,5.0,9,1.0
61,40,modE,4.882663332051883,1.2502774264463668e-08,1.7066286870992906e-06,0.5555555555555556,0.10869565217391304,0.1818181818181818,5.0,9,1.0
62,41,prpR,inf,3.267959635632026e-13,8.921529805275431e-11,1.0,0.8,0.888888888888889,4.0,4,1.0
63,44,argP,5.225654766172123,1.2529811139686427e-09,3.4206384411343947e-07,0.2777777777777778,0.35714285714285715,0.31250000000000006,5.0,18,1.0
64,45,fur,3.1903327856344625,9.132506972077403e-13,2.4931744033771313e-10,0.5,0.07526881720430108,0.1308411214953271,14.0,28,1.0
65,47,ypdB,inf,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0
66,48,TPP,8.786838576381866,7.46809253998072e-24,2.0387892634147364e-21,0.75,0.8181818181818182,0.7826086956521738,9.0,12,1.0
67,54,metJ,7.311468854051495,3.648560891307688e-25,9.960571233269987e-23,0.5789473684210527,0.7333333333333333,0.6470588235294117,11.0,19,1.0
68,54,hypT,5.269329829674784,1.0942054281869014e-09,1.4935904094751204e-07,0.2631578947368421,0.38461538461538464,0.3125,5.0,19,1.0
69,55,yiaJ,inf,4.9520319563753024e-23,1.3519047240904576e-20,1.0,0.7272727272727273,0.8421052631578948,8.0,8,1.0
70,55,Sigma24,inf,3.0908885739882073e-13,4.219062903493903e-11,1.0,0.06504065040650407,0.1221374045801527,8.0,8,1.0
71,55,ihf,inf,4.009275096553996e-11,3.648440337864136e-09,1.0,0.03587443946188341,0.06926406926406925,8.0,8,1.0
72,56,narL,4.449087564534473,1.3028304602552133e-09,3.556727156496732e-07,0.7,0.056910569105691054,0.10526315789473684,7.0,10,1.0
73,56,cra,4.331846081284258,2.7970228827002822e-09,3.817936234885885e-07,0.7,0.051094890510948905,0.09523809523809523,7.0,10,1.0
74,56,fis,4.190941961471802,6.995011514223702e-09,6.365460477943568e-07,0.7,0.04487179487179487,0.08433734939759037,7.0,10,1.0
75,56,ihf,3.803605696333792,8.529568976070009e-08,5.821430826167781e-06,0.7,0.03139013452914798,0.060085836909871244,7.0,10,1.0
76,57,oxyR,5.148873728452549,4.451466515229945e-30,1.2152503586577751e-27,0.5277777777777778,0.40425531914893614,0.45783132530120485,19.0,36,1.0
77,58,mtlR,inf,1.5730650502158005e-08,4.294467587089135e-06,0.25,1.0,0.4,3.0,12,1.0
78,59,Sigma28,7.101633728510344,1.6100191393616786e-59,4.3953522504573824e-57,0.9166666666666666,0.4583333333333333,0.611111111111111,33.0,36,1.0
79,59,flhD;flhC,3.141646058571279,4.583357831370702e-10,6.256283439821008e-08,0.2777777777777778,0.12345679012345678,0.17094017094017094,10.0,36,1.0
80,60,lrp,5.16878633438119,1.7734941975496167e-28,4.841639159310454e-26,0.8846153846153846,0.11219512195121951,0.19913419913419916,23.0,26,1.0
82,60,Sigma70,2.7486953946951957,7.451858213152485e-09,1.0171786460953143e-06,0.8846153846153846,0.015796703296703296,0.031039136302294195,23.0,26,1.0
81,60,ihf,2.6619513805697155,1.8391192269248772e-08,1.6735984965016381e-06,0.4230769230769231,0.04932735426008968,0.08835341365461848,11.0,26,1.0
83,62,tdcR,inf,5.4125709283307214e-20,7.388159317171434e-18,0.6363636363636364,1.0,0.7777777777777778,7.0,11,1.0
84,62,tdcA,inf,5.4125709283307214e-20,7.388159317171434e-18,0.6363636363636364,1.0,0.7777777777777778,7.0,11,1.0
85,62,lrp,4.56211355366642,4.615491415064203e-11,4.2000971877084244e-09,0.8181818181818182,0.04390243902439024,0.08333333333333333,9.0,11,1.0
86,62,fnr,3.6460640525086836,7.655048098251728e-08,5.224570327056805e-06,0.8181818181818182,0.019230769230769232,0.037578288100208766,9.0,11,1.0
87,63,rhaS,inf,8.606971879870262e-18,2.3497033232045815e-15,0.6666666666666666,1.0,0.8,6.0,9,1.0
88,64,nac,3.587279384276975,7.83812545535288e-25,2.139808249311336e-22,0.8292682926829268,0.06204379562043796,0.11544991511035653,34.0,41,1.0
89,65,cysB,5.734958092124651,9.796042336960902e-29,2.6743195579903265e-26,0.5333333333333333,0.5,0.5161290322580646,16.0,30,1.0
90,68,cbl,inf,1.0379276064082473e-22,2.833542365494515e-20,0.45,1.0,0.6206896551724138,9.0,20,1.0
91,68,cysB,5.531316949125548,7.414676479380951e-20,1.0121033394354997e-17,0.55,0.34375,0.42307692307692313,11.0,20,1.0
92,70,cusR,6.434317187287767,1.611317429945333e-13,2.1994482918753793e-11,0.46153846153846156,0.5,0.48000000000000004,6.0,13,1.0
93,70,yedW,6.434317187287767,1.611317429945333e-13,2.1994482918753793e-11,0.46153846153846156,0.5,0.48000000000000004,6.0,13,1.0
94,70,phoB,4.264226428540416,6.6242390402450305e-09,6.028057526622977e-07,0.46153846153846156,0.10344827586206896,0.16901408450704225,6.0,13,1.0
95,71,xylR,8.09346227450118,2.1505172686808776e-15,5.870912143498795e-13,0.42857142857142855,0.8571428571428571,0.5714285714285714,6.0,14,1.0
96,73,mqsA,inf,4.575143489887097e-12,9.36760629554221e-10,1.0,0.5,0.6666666666666666,4.0,4,1.0
97,73,rcdA,inf,8.235258281770148e-12,9.36760629554221e-10,1.0,0.4444444444444444,0.6153846153846153,4.0,4,1.0
98,73,rstA,inf,1.3725430469658918e-11,9.36760629554221e-10,1.0,0.4,0.5714285714285715,4.0,4,1.0
99,73,mlrA,inf,1.3725430469658918e-11,9.36760629554221e-10,1.0,0.4,0.5714285714285715,4.0,4,1.0
100,73,basR,inf,4.6731822789518783e-11,2.5515575243077254e-09,1.0,0.3076923076923077,0.47058823529411764,4.0,4,1.0
101,73,rcsA;rcsB,inf,1.1895373073713485e-10,5.412394748539635e-09,1.0,0.25,0.4,4.0,4,1.0
102,73,ompR,inf,2.533322309538912e-10,9.879957007201756e-09,1.0,0.21052631578947367,0.34782608695652173,4.0,4,1.0
103,73,fliZ,inf,3.166652886920172e-10,1.0806202976615087e-08,1.0,0.2,0.33333333333333337,4.0,4,1.0
104,73,csgD,inf,1.3382294707859702e-09,4.0592960613841096e-08,1.0,0.14285714285714285,0.25,4.0,4,1.0
105,73,cpxR,inf,4.425078783416466e-08,1.2080465078726952e-06,1.0,0.06153846153846154,0.11594202898550725,4.0,4,1.0
106,74,purR,6.429258542331507,2.70778116435558e-29,7.392242578690734e-27,0.75,0.4166666666666667,0.5357142857142857,15.0,20,1.0
107,75,crp,2.2421390266642027,6.460542232714566e-14,1.7637280295310765e-11,0.6,0.048,0.08888888888888888,30.0,50,1.0
108,76,gadW,7.687767992563664,1.3433123359685098e-12,3.667242677194032e-10,0.8333333333333334,0.3333333333333333,0.47619047619047616,5.0,6,1.0
110,76,gadX,6.269650453850674,6.095420496844024e-10,8.320248978192094e-08,0.8333333333333334,0.10869565217391304,0.1923076923076923,5.0,6,1.0
109,76,ydeO,6.3000974844376065,4.722224880650467e-09,4.2972246413919245e-07,0.6666666666666666,0.2,0.30769230769230765,4.0,6,1.0
111,77,argR,4.646904584653883,1.2503852482488458e-29,3.413551727719349e-27,0.71875,0.18110236220472442,0.289308176100629,23.0,32,1.0
112,77,ntrC,3.439349147626532,2.6206748400946678e-09,3.5772211567292215e-07,0.25,0.14814814814814814,0.18604651162790697,8.0,32,1.0
113,77,Sigma70,2.1792183154071956,2.9432472707029035e-08,2.678355016339642e-06,0.8125,0.017857142857142856,0.03494623655913978,26.0,32,1.0
114,78,crp,1.5436212639152405,4.416262115916005e-09,1.2056395576450693e-06,0.42857142857142855,0.048,0.08633093525179857,30.0,70,1.0
115,79,fur,4.762300445013625,9.28496901494285e-41,2.5347965410793983e-38,0.8095238095238095,0.1827956989247312,0.2982456140350877,34.0,42,1.0
117,81,lrp,inf,2.0218769748895273e-11,5.51972414144841e-09,1.0,0.03902439024390244,0.07511737089201878,8.0,8,1.0
116,81,h-NS,5.262588588701598,5.93053104073255e-10,8.095174870599931e-08,0.875,0.04375,0.08333333333333333,7.0,8,1.0
118,81,ihf,4.902699448660697,6.211406566242291e-09,5.652379975280485e-07,0.875,0.03139013452914798,0.06060606060606061,7.0,8,1.0
119,82,gcvA,9.482045489904824,1.1438512316554693e-09,3.1227138624194313e-07,0.75,0.75,0.75,3.0,4,1.0
120,83,Sigma32,5.246699679288387,9.095999558462906e-44,2.4832078794603733e-41,0.8205128205128205,0.23880597014925373,0.3699421965317919,32.0,39,1.0
121,84,gutM,inf,1.5686206251135162e-15,2.1411671532799495e-13,1.0,0.7142857142857143,0.8333333333333333,5.0,5,1.0
122,84,gutR,inf,1.5686206251135162e-15,2.1411671532799495e-13,1.0,0.7142857142857143,0.8333333333333333,5.0,5,1.0
123,84,h-NS,inf,6.127958633835702e-08,5.576442356790489e-06,1.0,0.03125,0.06060606060606061,5.0,5,1.0
124,86,purR,5.736341856183092,4.393964755125412e-15,1.1995523781492376e-12,0.6666666666666666,0.2222222222222222,0.3333333333333333,8.0,12,1.0
125,87,phoB,5.550944064739159,1.1220144151832217e-37,3.0630993534501954e-35,0.6764705882352942,0.39655172413793105,0.5,23.0,34,1.0
126,87,Sigma70,2.4731820291582682,4.64607379347327e-10,6.341890728091014e-08,0.8529411764705882,0.019917582417582416,0.03892617449664429,29.0,34,1.0
127,88,puuR,inf,1.3121384068680648e-21,3.5821378507498167e-19,0.875,1.0,0.9333333333333333,7.0,8,1.0
128,88,Sigma38,4.869119946944613,7.722953759695538e-09,1.054183188198441e-06,0.875,0.030434782608695653,0.058823529411764705,7.0,8,1.0
129,90,lsrR,inf,8.606971879858826e-18,2.3497033232014595e-15,1.0,0.6666666666666666,0.8,6.0,6,1.0
130,90,Sigma38,inf,1.972666100162217e-08,2.692689226721426e-06,1.0,0.02608695652173913,0.05084745762711864,6.0,6,1.0
131,93,rcsA;rcsB,5.41864346218089,1.6007815458693077e-17,4.37013362022321e-15,0.23809523809523808,0.625,0.3448275862068965,10.0,42,1.0
132,96,ntrC,5.982709225630813,3.593331163929424e-59,9.809794077527328e-57,0.6363636363636364,0.6481481481481481,0.6422018348623852,35.0,55,1.0
133,96,Sigma54,4.75347516124388,5.773757175777208e-50,7.881178544935889e-48,0.7090909090909091,0.3046875,0.4262295081967214,39.0,55,1.0
134,96,rutR,4.141744872102478,5.877251661949658e-10,5.348299012374188e-08,0.12727272727272726,0.4117647058823529,0.19444444444444442,7.0,55,1.0
135,96,phoP,2.9461018355047055,1.1443211042275637e-08,7.809991536353122e-07,0.16363636363636364,0.16981132075471697,0.16666666666666666,9.0,55,1.0
136,96,arcA,1.7448522319039095,1.460527273308415e-08,7.974478912263946e-07,0.4,0.046511627906976744,0.08333333333333333,22.0,55,1.0
137,98,histidine,inf,0.0,0.0,1.0,1.0,1.0,8.0,8,1.0
138,98,argR,inf,4.0226893311422544e-13,5.4909709370091774e-11,1.0,0.06299212598425197,0.11851851851851852,8.0,8,1.0
139,98,cra,inf,7.500966631375871e-13,6.825879634552042e-11,1.0,0.058394160583941604,0.1103448275862069,8.0,8,1.0
141,99,fnr,3.029352493825701,1.104411327212707e-34,3.01504292329069e-32,0.6883116883116883,0.11324786324786325,0.19449541284403668,53.0,77,1.0
140,99,narL,2.8116666224539673,3.105390049707174e-17,4.2388574178502926e-15,0.2857142857142857,0.17886178861788618,0.22,22.0,77,1.0
143,102,narL,inf,2.149385903140892e-62,5.867823515574636e-60,1.0,0.3089430894308943,0.4720496894409938,38.0,38,1.0
142,102,narP,6.496559496164988,2.565254841335171e-53,3.501572858422508e-51,0.7631578947368421,0.58,0.6590909090909091,29.0,38,1.0
148,102,fnr,5.092983035445009,1.8219664249642168e-33,1.6579894467174371e-31,0.9473684210526315,0.07692307692307693,0.14229249011857706,36.0,38,1.0
145,102,flhD;flhC,4.356194940060358,4.6782107857392963e-26,3.19287886126707e-24,0.5263157894736842,0.24691358024691357,0.33613445378151263,20.0,38,1.0
144,102,modE,4.6492740619664445,2.2480196937925808e-23,1.227418752810749e-21,0.42105263157894735,0.34782608695652173,0.380952380952381,16.0,38,1.0
151,102,Sigma70,4.333233827794826,3.8497671016531904e-17,1.7516440312522016e-15,0.9736842105263158,0.025412087912087912,0.049531459170013385,37.0,38,1.0
147,102,fis,3.197532854607047,1.5156856405156425e-15,5.911173998011005e-14,0.4473684210526316,0.10897435897435898,0.1752577319587629,17.0,38,1.0
149,102,ihf,2.5617767199834747,1.3743276930116162e-10,4.689893252402141e-09,0.39473684210526316,0.06726457399103139,0.1149425287356322,15.0,38,1.0
146,102,iscR,3.6631314460799915,5.962080855053277e-09,1.8084978593661607e-07,0.18421052631578946,0.21875,0.19999999999999998,7.0,38,1.0
150,102,nac,1.8674093786698664,1.2924007205819734e-07,3.5282539671887873e-06,0.47368421052631576,0.032846715328467155,0.06143344709897612,18.0,38,1.0
152,105,malT,9.480214825777999,1.3586746323925434e-24,3.7091817464316435e-22,0.75,0.9,0.8181818181818182,9.0,12,1.0
153,106,cdaR,inf,3.0928957311700457e-24,8.443605346094225e-22,0.6,1.0,0.7499999999999999,9.0,15,1.0
154,107,mhpR,6.076035448558252,1.0341542323347527e-08,2.823241054273875e-06,0.16666666666666666,0.6666666666666666,0.26666666666666666,4.0,24,1.0
155,108,nikR,inf,4.481773214593073e-16,1.2235240875839088e-13,1.0,0.8333333333333334,0.9090909090909091,5.0,5,1.0
156,108,narL,inf,1.6139716434483763e-08,1.7983520175867326e-06,1.0,0.04065040650406504,0.078125,5.0,5,1.0
157,108,Sigma54,inf,1.976211008337069e-08,1.7983520175867326e-06,1.0,0.0390625,0.07518796992481203,5.0,5,1.0
158,108,cra,inf,2.790403857520179e-08,1.904450632757522e-06,1.0,0.0364963503649635,0.0704225352112676,5.0,5,1.0
159,109,soxS,5.021901348624895,1.6906484170269776e-53,4.6154701784836485e-51,0.31746031746031744,0.7547169811320755,0.446927374301676,40.0,126,1.0
160,109,marA,4.034358625291934,3.069620770959253e-24,4.1900323523593804e-22,0.16666666666666666,0.5833333333333334,0.25925925925925924,21.0,126,1.0
161,109,rob,4.54968795503496,6.198994261502969e-22,5.641084777967701e-20,0.1349206349206349,0.7083333333333334,0.22666666666666666,17.0,126,1.0
162,110,marR,inf,1.430059136559816e-09,3.9040614428082975e-07,0.5,1.0,0.6666666666666666,3.0,6,1.0
163,111,glcC,9.481130576757746,2.007506155588347e-17,5.480491804756187e-15,0.75,0.8571428571428571,0.7999999999999999,6.0,8,1.0
164,111,pdhR,5.917971770298178,1.2723700725034403e-11,1.736785148967196e-09,0.75,0.14634146341463414,0.24489795918367344,6.0,8,1.0
165,111,ihf,inf,4.009275096553996e-11,3.648440337864136e-09,1.0,0.03587443946188341,0.06926406926406925,8.0,8,1.0
166,111,arcA,inf,1.7572047494965154e-08,1.1992922415313717e-06,1.0,0.016913319238900635,0.033264033264033266,8.0,8,1.0
167,111,crp,inf,1.6568546963267e-07,9.046426641943782e-06,1.0,0.0128,0.025276461295418644,8.0,8,1.0
168,112,kdpE,inf,9.803878906867773e-13,2.676458941574902e-10,0.6666666666666666,1.0,0.8,4.0,6,1.0
169,113,bluR,inf,0.0,0.0,1.0,1.0,1.0,4.0,4,1.0
170,113,soxS,inf,1.9138805606046195e-08,2.6124469652253054e-06,1.0,0.07547169811320754,0.14035087719298245,4.0,4,1.0
171,114,fhlA,6.074656137994746,2.2141344075934576e-10,6.044586932730139e-08,0.7142857142857143,0.16666666666666666,0.2702702702702703,5.0,7,1.0
172,120,birA,inf,0.0,0.0,1.0,1.0,1.0,5.0,5,1.0
173,121,trpR,7.399168699226666,3.288667965756377e-21,8.97806354651491e-19,0.75,0.5294117647058824,0.6206896551724139,9.0,12,1.0
174,121,tyrR,5.607409229998612,1.5828091952268285e-08,2.160534551484621e-06,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.0,12,1.0
175,122,tyrR,8.38160253710989,6.619574245276997e-16,1.8071437689606202e-13,0.8571428571428571,0.5,0.631578947368421,6.0,7,1.0
178,123,narP,5.599578697126199,1.4062364054081338e-17,3.839025386764205e-15,0.7142857142857143,0.2,0.3125,10.0,14,1.0
176,123,appY,6.706480234271095,6.421239908457278e-14,8.764992475044184e-12,0.42857142857142855,0.6,0.5,6.0,14,1.0
180,123,narL,4.544047652623653,1.930739332240294e-13,1.7569727923386676e-11,0.7142857142857143,0.08130081300813008,0.145985401459854,10.0,14,1.0
181,123,fis,4.280037522290157,2.192341194565234e-12,1.4962728652907723e-10,0.7142857142857143,0.0641025641025641,0.1176470588235294,10.0,14,1.0
177,123,ydeO,5.451421580653641,1.1666975834495484e-11,6.370168805634534e-10,0.42857142857142855,0.3,0.3529411764705882,6.0,14,1.0
179,123,iscR,4.829620575325087,2.6766374750455356e-10,1.2178700511457186e-08,0.42857142857142855,0.1875,0.26086956521739124,6.0,14,1.0
182,123,arcA,3.433218860229137,5.639435640402648e-09,2.1993798997570327e-07,0.7857142857142857,0.023255813953488372,0.04517453798767967,11.0,14,1.0
183,125,nsrR,inf,2.0381114672668855e-09,5.564044305638597e-07,1.0,0.06097560975609756,0.11494252873563218,5.0,5,1.0
